,Season,Date,HID,AID,Open,OddsH,OddsA,OddsD,H,A,D,HS,AS,Special,H_PEN,A_PEN,H_MAJ,A_MAJ,H_PPG,A_PPG,H_SHG,A_SHG,H_SV,A_SV,H_PIM,A_PIM,H_SOG,A_SOG,H_BLK_S,A_BLK_S,H_HIT,A_HIT,H_BLK,A_BLK,H_FO,A_FO,H_P1,A_P1,H_P2,A_P2,H_P3,A_P3,H_OT,A_OT,H_SO,A_SO
16,1989,1989-09-26,15,22,1990-09-20,0.0,0.0,0.0,True,False,False,3,0,,3,2,0,0,1,0,0,0,25,22,6,4,,,,,,,,,,,2,0,0,0,1,0,,,,
17,1989,1989-09-26,5,13,1990-09-20,0.0,0.0,0.0,True,False,False,3,0,,6,6,0,1,1,0,0,0,24,39,12,22,,,,,,,,,,,2,0,1,0,0,0,,,,
18,1989,1989-09-26,16,24,1990-09-20,0.0,0.0,0.0,True,False,False,8,2,,5,7,0,0,1,1,0,0,35,33,10,14,,,,,,,,,,,3,0,2,2,3,0,,,,
19,1989,1989-09-29,0,15,1990-09-20,0.0,0.0,0.0,True,False,False,3,2,,4,1,0,0,1,0,0,1,30,29,8,2,,,,,,,,,,,2,0,1,1,0,1,,,,
20,1989,1989-09-29,13,19,1990-09-20,0.0,0.0,0.0,True,False,False,4,2,,3,4,1,0,1,1,0,0,25,18,16,8,,,,,,,,,,,1,1,0,0,3,1,,,,
21,1989,1989-09-29,22,16,1990-09-20,0.0,0.0,0.0,False,True,False,1,3,,3,5,1,0,1,2,0,0,18,21,11,10,,,,,,,,,,,1,1,0,1,0,1,,,,
22,1989,1989-09-29,24,5,1990-09-20,0.0,0.0,0.0,True,False,False,5,4,OT,2,5,0,0,0,1,0,0,20,49,4,10,,,,,,,,,,,1,1,1,2,2,1,1,0,,
23,1989,1989-09-29,3,4,1990-09-20,0.0,0.0,0.0,False,False,True,5,5,OT,3,1,0,0,0,1,0,1,37,44,6,2,,,,,,,,,,,2,3,2,2,1,0,,,,
24,1989,1989-09-29,10,12,1990-09-20,0.0,0.0,0.0,False,False,True,3,3,OT,5,4,0,0,0,0,0,0,20,24,10,8,,,,,,,,,,,0,3,2,0,1,0,,,,
25,1989,1989-10-01,19,24,1990-09-20,0.0,0.0,0.0,False,False,True,1,1,OT,7,9,0,1,0,0,0,0,26,22,14,22,,,,,,,,,,,0,0,1,1,0,0,,,,
26,1989,1989-10-01,15,10,1990-09-20,0.0,0.0,0.0,True,False,False,6,3,,6,9,0,1,2,2,0,0,14,36,12,28,,,,,,,,,,,2,3,3,0,1,0,,,,
27,1989,1989-10-01,5,22,1990-09-20,0.0,0.0,0.0,False,False,True,4,4,OT,2,4,0,0,0,0,0,1,33,31,4,8,,,,,,,,,,,1,0,1,3,2,1,0,0,,
28,1989,1989-10-01,4,13,1990-09-20,0.0,0.0,0.0,False,True,False,0,3,,6,5,0,1,0,2,0,0,25,23,12,15,,,,,,,,,,,0,2,0,0,0,1,,,,
29,1989,1989-10-01,12,3,1990-09-20,0.0,0.0,0.0,True,False,False,2,1,,3,4,0,3,0,0,0,0,18,45,6,43,,,,,,,,,,,1,0,0,0,1,1,,,,
30,1989,1989-10-01,16,0,1990-09-20,0.0,0.0,0.0,False,True,False,2,4,,0,3,0,0,0,2,0,0,32,36,0,6,,,,,,,,,,,0,2,1,1,1,1,,,,
31,1989,1989-10-03,15,16,1990-09-20,0.0,0.0,0.0,False,True,False,3,4,OT,3,6,0,0,2,0,1,0,28,31,6,12,,,,,,,,,,,1,0,1,1,1,2,0,1,,
32,1989,1989-10-03,0,5,1990-09-20,0.0,0.0,0.0,True,False,False,5,2,,5,5,0,1,3,0,0,0,47,34,10,14,,,,,,,,,,,0,1,3,1,2,0,,,,
33,1989,1989-10-03,10,3,1990-09-20,0.0,0.0,0.0,True,False,False,7,1,,8,9,2,1,3,0,0,0,31,33,25,23,,,,,,,,,,,1,0,3,0,3,1,,,,
34,1989,1989-10-03,13,12,1990-09-20,0.0,0.0,0.0,True,False,False,6,4,,4,4,0,0,0,0,2,0,20,20,8,8,,,,,,,,,,,3,0,2,1,1,3,,,,
35,1989,1989-10-03,22,19,1990-09-20,0.0,0.0,0.0,False,True,False,2,4,,2,3,0,0,1,0,0,0,33,27,4,6,,,,,,,,,,,0,1,2,1,0,2,,,,
36,1989,1989-10-03,24,4,1990-09-20,0.0,0.0,0.0,False,True,False,1,5,,2,2,1,0,0,0,0,1,20,21,14,4,,,,,,,,,,,0,1,1,1,0,3,,,,
37,1989,1989-10-06,3,13,1990-09-20,0.0,0.0,0.0,True,False,False,4,1,,4,4,0,1,1,0,0,0,39,30,8,18,,,,,,,,,,,1,0,2,0,1,1,,,,
38,1989,1989-10-06,19,0,1990-09-20,0.0,0.0,0.0,False,True,False,1,5,,0,3,0,0,0,0,1,0,32,39,0,6,,,,,,,,,,,1,1,0,3,0,1,,,,
39,1989,1989-10-06,16,10,1990-09-20,0.0,0.0,0.0,False,True,False,2,3,,2,3,1,0,0,1,0,0,21,36,14,6,,,,,,,,,,,0,1,2,0,0,2,,,,
40,1989,1989-10-06,4,22,1990-09-20,0.0,0.0,0.0,False,True,False,1,2,,1,2,0,0,0,0,0,0,26,31,2,4,,,,,,,,,,,0,1,0,1,1,0,,,,
41,1989,1989-10-06,5,15,1990-09-20,0.0,0.0,0.0,True,False,False,4,2,,2,1,0,0,0,0,0,0,31,33,4,2,,,,,,,,,,,2,0,1,2,1,0,,,,
42,1989,1989-10-06,12,24,1990-09-20,0.0,0.0,0.0,True,False,False,9,1,,4,6,0,0,0,0,2,1,25,28,8,12,,,,,,,,,,,2,1,4,0,3,0,,,,
43,1989,1989-10-08,5,19,1990-09-20,0.0,0.0,0.0,False,True,False,3,6,,6,4,0,0,1,2,0,1,27,36,12,8,,,,,,,,,,,1,1,1,2,1,3,,,,
44,1989,1989-10-10,0,4,1990-09-20,0.0,0.0,0.0,True,False,False,2,0,,2,1,0,0,0,0,1,0,26,31,4,2,,,,,,,,,,,0,0,1,0,1,0,,,,
45,1989,1989-10-10,15,19,1990-09-20,0.0,0.0,0.0,True,False,False,2,1,,1,2,0,0,0,0,0,0,32,35,2,4,,,,,,,,,,,1,0,0,0,1,1,,,,
46,1989,1989-10-10,16,5,1990-09-20,0.0,0.0,0.0,False,True,False,3,4,,3,5,0,0,0,1,0,0,19,31,6,10,,,,,,,,,,,0,1,1,2,2,1,,,,
47,1989,1989-10-10,24,3,1990-09-20,0.0,0.0,0.0,False,False,True,2,2,OT,1,1,0,0,0,0,0,0,18,45,2,2,,,,,,,,,,,0,1,1,1,1,0,,,,
48,1989,1989-10-10,22,12,1990-09-20,0.0,0.0,0.0,False,True,False,0,1,,3,1,0,0,0,0,0,0,34,23,6,2,,,,,,,,,,,0,0,0,0,0,1,,,,
49,1989,1989-10-10,10,13,1990-09-20,0.0,0.0,0.0,False,True,False,1,2,,5,6,0,0,1,1,0,0,25,31,10,12,,,,,,,,,,,0,2,1,0,0,0,,,,
50,1989,1989-10-13,3,22,1990-09-20,0.0,0.0,0.0,False,True,False,3,6,,5,7,1,1,1,0,0,1,24,21,14,19,,,,,,,,,,,0,2,2,4,1,0,,,,
51,1989,1989-10-13,13,24,1990-09-20,0.0,0.0,0.0,False,True,False,2,3,,6,7,1,0,0,1,0,0,19,24,22,14,,,,,,,,,,,2,1,0,1,0,1,,,,
52,1989,1989-10-13,4,15,1990-09-20,0.0,0.0,0.0,True,False,False,3,1,,4,2,0,0,0,0,0,0,28,20,8,4,,,,,,,,,,,2,0,1,1,0,0,,,,
53,1989,1989-10-13,5,10,1990-09-20,0.0,0.0,0.0,True,False,False,7,3,,4,1,0,2,0,0,0,0,30,43,8,16,,,,,,,,,,,2,2,2,0,3,1,,,,
54,1989,1989-10-13,12,0,1990-09-20,0.0,0.0,0.0,False,False,True,2,2,OT,5,6,0,0,0,0,1,1,16,42,10,12,,,,,,,,,,,0,1,1,0,1,1,,,,
55,1989,1989-10-15,10,24,1990-09-20,0.0,0.0,0.0,True,False,False,7,0,,5,4,0,2,0,0,1,0,32,32,10,22,,,,,,,,,,,3,0,4,0,0,0,,,,
56,1989,1989-10-15,16,4,1990-09-20,0.0,0.0,0.0,True,False,False,5,1,,4,5,0,0,1,0,1,0,19,28,8,10,,,,,,,,,,,0,1,0,0,5,0,,,,
57,1989,1989-10-15,22,13,1990-09-20,0.0,0.0,0.0,False,False,True,2,2,OT,1,1,0,2,1,0,0,0,26,32,2,17,,,,,,,,,,,1,1,1,0,0,1,,,,
58,1989,1989-10-15,0,3,1990-09-20,0.0,0.0,0.0,True,False,False,9,1,,5,2,0,1,1,0,0,0,15,26,10,8,,,,,,,,,,,2,1,4,0,3,0,,,,
59,1989,1989-10-15,15,12,1990-09-20,0.0,0.0,0.0,False,False,True,4,4,OT,4,6,0,0,0,0,0,0,37,41,8,12,,,,,,,,,,,1,0,2,0,1,4,,,,
60,1989,1989-10-17,12,16,1990-09-20,0.0,0.0,0.0,False,False,True,4,4,OT,6,5,1,3,0,0,0,0,22,31,16,34,,,,,,,,,,,2,1,0,0,2,3,0,0,,
61,1989,1989-10-17,19,10,1990-09-20,0.0,0.0,0.0,True,False,False,4,1,,3,1,1,1,0,0,0,0,25,29,10,6,,,,,,,,,,,2,1,0,0,2,0,,,,
62,1989,1989-10-17,13,0,1990-09-20,0.0,0.0,0.0,True,False,False,4,3,,4,5,0,0,3,0,0,0,25,35,8,10,,,,,,,,,,,1,1,2,0,1,2,,,,
63,1989,1989-10-17,3,15,1990-09-20,0.0,0.0,0.0,False,True,False,1,2,,1,3,0,0,0,0,0,0,32,44,2,6,,,,,,,,,,,0,1,0,1,1,0,,,,
64,1989,1989-10-17,24,22,1990-09-20,0.0,0.0,0.0,True,False,False,3,2,,4,4,0,0,0,0,0,0,15,35,8,8,,,,,,,,,,,3,0,0,2,0,0,,,,
65,1989,1989-10-17,4,5,1990-09-20,0.0,0.0,0.0,False,False,True,3,3,OT,1,4,0,0,1,1,0,0,36,28,2,8,,,,,,,,,,,0,2,2,1,1,0,0,0,,
66,1989,1989-10-20,3,16,1990-09-20,0.0,0.0,0.0,True,False,False,3,1,,3,4,0,0,0,0,0,0,26,29,6,8,,,,,,,,,,,1,0,2,1,0,0,,,,
67,1989,1989-10-20,13,15,1990-09-20,0.0,0.0,0.0,True,False,False,3,2,,2,6,1,0,1,0,0,0,35,22,8,12,,,,,,,,,,,2,0,1,2,0,0,,,,
68,1989,1989-10-20,24,0,1990-09-20,0.0,0.0,0.0,True,False,False,6,0,,4,5,0,0,2,0,0,0,30,27,8,10,,,,,,,,,,,2,0,1,0,3,0,,,,
69,1989,1989-10-20,4,19,1990-09-20,0.0,0.0,0.0,True,False,False,6,1,,3,1,0,0,1,0,0,0,33,31,6,2,,,,,,,,,,,1,1,2,0,3,0,,,,
70,1989,1989-10-20,10,22,1990-09-20,0.0,0.0,0.0,False,False,True,1,1,OT,3,3,0,0,1,0,0,0,29,41,6,6,,,,,,,,,,,1,1,0,0,0,0,,,,
71,1989,1989-10-20,12,5,1990-09-20,0.0,0.0,0.0,False,False,True,4,4,OT,1,5,0,1,3,0,0,0,23,44,2,20,,,,,,,,,,,2,2,0,1,2,1,0,0,,
72,1989,1989-10-24,19,12,1990-09-20,0.0,0.0,0.0,True,False,False,4,0,,2,4,0,0,1,0,0,0,41,30,4,8,,,,,,,,,,,1,0,1,0,2,0,,,,
73,1989,1989-10-24,4,10,1990-09-20,0.0,0.0,0.0,True,False,False,4,2,,2,2,1,1,1,0,0,0,33,30,8,8,,,,,,,,,,,0,0,2,0,2,2,,,,
74,1989,1989-10-24,5,3,1990-09-20,0.0,0.0,0.0,True,False,False,13,4,,3,5,1,2,3,1,0,0,28,26,10,24,,,,,,,,,,,5,0,5,2,3,2,,,,
75,1989,1989-10-24,15,24,1990-09-20,0.0,0.0,0.0,True,False,False,7,3,,4,4,0,1,1,1,0,0,34,27,8,12,,,,,,,,,,,2,1,3,1,2,1,,,,
76,1989,1989-10-24,16,13,1990-09-20,0.0,0.0,0.0,True,False,False,2,1,,3,5,0,0,0,1,0,0,27,38,6,10,,,,,,,,,,,0,0,0,1,2,0,,,,
77,1989,1989-10-24,0,22,1990-09-20,0.0,0.0,0.0,True,False,False,3,2,,3,3,0,0,0,1,0,0,35,30,6,6,,,,,,,,,,,0,1,2,0,1,1,,,,
78,1989,1989-10-27,12,4,1990-09-20,0.0,0.0,0.0,True,False,False,5,1,,1,3,0,0,0,0,0,0,25,31,2,6,,,,,,,,,,,1,0,3,0,1,1,,,,
79,1989,1989-10-27,10,0,1990-09-20,0.0,0.0,0.0,False,False,True,6,6,OT,1,4,0,0,2,1,0,0,38,28,2,8,,,,,,,,,,,3,3,1,1,2,2,,,,
80,1989,1989-10-27,3,19,1990-09-20,0.0,0.0,0.0,True,False,False,3,1,,4,3,0,0,0,0,0,0,27,24,8,6,,,,,,,,,,,0,0,1,1,2,0,,,,
81,1989,1989-10-27,22,15,1990-09-20,0.0,0.0,0.0,True,False,False,4,2,,4,2,1,1,0,0,0,0,24,35,12,8,,,,,,,,,,,1,1,1,1,2,0,,,,
82,1989,1989-10-27,13,5,1990-09-20,0.0,0.0,0.0,False,True,False,2,3,,5,6,0,0,1,1,0,0,18,39,10,12,,,,,,,,,,,1,0,0,3,1,0,,,,
83,1989,1989-10-27,24,16,1990-09-20,0.0,0.0,0.0,True,False,False,6,4,,2,2,0,0,0,1,0,0,21,15,4,4,,,,,,,,,,,3,1,2,2,1,1,,,,
84,1989,1989-10-29,16,22,1990-09-20,0.0,0.0,0.0,True,False,False,7,3,,2,3,0,0,0,0,0,0,,26,4,6,,,,,,,,,,,0,2,4,1,3,0,,,,
85,1989,1989-10-29,12,10,1990-09-20,0.0,0.0,0.0,False,True,False,2,5,,1,7,0,0,0,0,0,0,24,31,2,14,,,,,,,,,,,1,3,1,0,0,2,,,,
86,1989,1989-10-29,4,3,1990-09-20,0.0,0.0,0.0,True,False,False,2,1,,2,5,1,0,1,0,0,0,19,24,14,10,,,,,,,,,,,1,1,0,0,1,0,,,,
87,1989,1989-10-29,5,24,1990-09-20,0.0,0.0,0.0,True,False,False,8,3,,3,6,0,0,2,1,0,1,41,40,6,12,,,,,,,,,,,4,1,1,1,2,1,,,,
88,1989,1989-10-29,15,0,1990-09-20,0.0,0.0,0.0,False,True,False,1,2,,1,3,0,0,0,0,0,0,31,38,2,6,,,,,,,,,,,0,0,0,2,1,0,,,,
89,1989,1989-10-29,19,13,1990-09-20,0.0,0.0,0.0,False,False,True,1,1,OT,2,2,1,1,0,0,0,0,30,31,8,8,,,,,,,,,,,1,0,0,1,0,0,,,,
90,1989,1989-10-31,0,16,1990-09-20,0.0,0.0,0.0,True,False,False,1,0,,5,3,0,1,1,0,0,0,,,10,16,,,,,,,,,,,0,0,1,0,0,0,,,,
91,1989,1989-10-31,3,12,1990-09-20,0.0,0.0,0.0,True,False,False,7,3,,2,2,0,1,0,1,0,0,38,28,4,14,,,,,,,,,,,1,1,3,1,3,1,,,,
92,1989,1989-10-31,10,15,1990-09-20,0.0,0.0,0.0,False,True,False,1,4,,3,3,0,0,0,0,0,0,37,24,6,6,,,,,,,,,,,0,0,1,2,0,1,,,,
93,1989,1989-10-31,13,4,1990-09-20,0.0,0.0,0.0,True,False,False,4,3,,3,4,1,0,1,0,0,0,19,21,16,8,,,,,,,,,,,1,0,2,1,1,2,,,,
94,1989,1989-10-31,22,5,1990-09-20,0.0,0.0,0.0,False,False,True,4,4,OT,2,4,0,0,0,1,0,1,30,47,4,8,,,,,,,,,,,1,1,1,1,2,2,,,,
95,1989,1989-10-31,24,19,1990-09-20,0.0,0.0,0.0,True,False,False,8,1,,7,6,1,0,0,1,0,0,31,29,24,12,,,,,,,,,,,6,0,1,1,1,0,,,,
96,1989,1989-11-03,3,10,1990-09-20,0.0,0.0,0.0,False,True,False,0,9,,2,4,0,0,0,1,0,3,26,27,4,8,,,,,,,,,,,0,0,0,2,0,3,,,,
97,1989,1989-11-03,4,24,1990-09-20,0.0,0.0,0.0,True,False,False,7,2,,1,3,0,0,0,0,0,0,27,29,2,6,,,,,,,,,,,1,0,2,1,3,1,,,,
98,1989,1989-11-03,5,0,1990-09-20,0.0,0.0,0.0,True,False,False,3,2,,3,4,0,0,0,1,0,0,34,42,6,8,,,,,,,,,,,1,0,1,1,1,1,,,,
99,1989,1989-11-03,16,15,1990-09-20,0.0,0.0,0.0,False,True,False,0,3,,3,4,1,0,0,0,0,1,10,33,16,8,,,,,,,,,,,0,0,0,3,0,0,,,,
100,1989,1989-11-03,19,22,1990-09-20,0.0,0.0,0.0,False,False,True,5,5,OT,0,2,0,0,0,0,0,0,26,29,0,4,,,,,,,,,,,2,1,2,2,1,2,,,,
101,1989,1989-11-03,12,13,1990-09-20,0.0,0.0,0.0,False,True,False,2,3,OT,2,4,0,0,0,0,0,0,23,37,4,8,,,,,,,,,,,0,1,2,0,0,1,0,1,,
102,1989,1989-11-07,15,5,1990-09-20,0.0,0.0,0.0,False,True,False,2,4,,0,2,0,0,0,0,1,0,35,45,0,4,,,,,,,,,,,0,1,0,3,2,0,,,,
103,1989,1989-11-07,10,16,1990-09-20,0.0,0.0,0.0,True,False,False,8,4,,3,5,0,0,1,1,0,0,35,29,6,10,,,,,,,,,,,2,0,2,2,4,2,,,,
104,1989,1989-11-07,0,19,1990-09-20,0.0,0.0,0.0,True,False,False,6,3,,2,2,0,0,1,0,0,0,39,27,4,4,,,,,,,,,,,1,2,2,1,3,0,,,,
105,1989,1989-11-07,24,12,1990-09-20,0.0,0.0,0.0,True,False,False,6,2,,8,8,0,0,1,1,0,0,23,20,16,16,,,,,,,,,,,2,0,3,0,1,2,,,,
106,1989,1989-11-07,22,4,1990-09-20,0.0,0.0,0.0,True,False,False,5,1,,3,2,1,0,1,0,0,0,19,30,16,4,,,,,,,,,,,2,0,2,1,1,0,,,,
107,1989,1989-11-07,13,3,1990-09-20,0.0,0.0,0.0,False,True,False,1,3,,4,5,1,1,0,1,0,0,16,40,18,20,,,,,,,,,,,0,0,1,1,0,1,,,,
108,1989,1989-11-14,3,24,1990-09-20,0.0,0.0,0.0,False,False,True,2,2,OT,3,4,0,0,1,0,1,0,29,24,6,8,,,,,,,,,,,0,0,2,0,0,2,,,,
109,1989,1989-11-14,13,10,1990-09-20,0.0,0.0,0.0,True,False,False,6,2,,7,3,1,0,0,0,0,0,17,27,24,6,,,,,,,,,,,0,1,3,0,3,1,,,,
110,1989,1989-11-14,4,0,1990-09-20,0.0,0.0,0.0,True,False,False,2,1,,1,1,0,1,0,0,0,0,42,28,2,12,,,,,,,,,,,0,0,1,0,1,1,,,,
111,1989,1989-11-14,5,16,1990-09-20,0.0,0.0,0.0,False,True,False,1,4,,7,6,0,1,0,0,0,0,,,14,22,,,,,,,,,,,0,1,0,1,1,2,,,,
112,1989,1989-11-14,19,15,1990-09-20,0.0,0.0,0.0,True,False,False,4,2,,5,4,1,0,0,1,0,0,37,34,20,8,,,,,,,,,,,2,1,1,0,1,1,,,,
113,1989,1989-11-14,12,22,1990-09-20,0.0,0.0,0.0,True,False,False,4,2,,5,4,1,1,0,2,1,0,28,27,20,18,,,,,,,,,,,0,1,2,0,2,1,,,,
114,1989,1989-11-17,24,13,1990-09-20,0.0,0.0,0.0,False,False,True,1,1,OT,3,4,0,1,1,0,0,0,31,26,6,18,,,,,,,,,,,1,0,0,1,0,0,,,,
115,1989,1989-11-17,22,3,1990-09-20,0.0,0.0,0.0,True,False,False,9,2,,2,3,0,0,1,0,0,0,30,29,4,6,,,,,,,,,,,4,1,1,1,4,0,,,,
116,1989,1989-11-17,10,5,1990-09-20,0.0,0.0,0.0,False,True,False,3,5,,2,4,1,1,0,0,0,1,30,41,29,33,,,,,,,,,,,1,2,1,1,1,1,,,,
117,1989,1989-11-17,15,4,1990-09-20,0.0,0.0,0.0,False,False,True,2,2,OT,2,5,0,0,0,0,0,1,27,35,4,10,,,,,,,,,,,1,1,1,0,0,1,0,0,,
118,1989,1989-11-17,0,12,1990-09-20,0.0,0.0,0.0,False,False,True,2,2,OT,3,3,0,0,0,1,0,0,35,38,6,6,,,,,,,,,,,1,1,1,0,0,1,0,0,,
119,1989,1989-11-19,4,16,1990-09-20,0.0,0.0,0.0,True,False,False,6,3,,2,1,0,0,0,1,0,0,,,4,2,,,,,,,,,,,2,1,2,1,2,1,,,,
120,1989,1989-11-19,24,10,1990-09-20,0.0,0.0,0.0,True,False,False,4,2,,7,4,0,4,1,0,0,0,21,27,14,43,,,,,,,,,,,2,1,0,0,2,1,,,,
121,1989,1989-11-19,13,22,1990-09-20,0.0,0.0,0.0,True,False,False,7,4,,4,2,8,4,3,1,0,0,31,24,107,54,,,,,,,,,,,1,3,2,1,4,0,,,,
122,1989,1989-11-19,3,0,1990-09-20,0.0,0.0,0.0,False,True,False,1,2,,7,6,0,0,1,0,0,0,37,35,14,12,,,,,,,,,,,0,0,1,0,0,2,,,,
123,1989,1989-11-19,12,15,1990-09-20,0.0,0.0,0.0,False,True,False,3,4,,5,4,0,3,1,1,0,0,25,33,10,43,,,,,,,,,,,2,1,1,2,0,1,,,,
124,1989,1989-11-21,22,24,1990-09-20,0.0,0.0,0.0,True,False,False,6,3,,6,7,1,0,0,0,0,0,35,31,16,14,,,,,,,,,,,3,2,2,1,1,0,,,,
125,1989,1989-11-21,16,12,1990-09-20,0.0,0.0,0.0,False,False,True,5,5,OT,6,3,6,3,0,1,0,0,,27,80,24,,,,,,,,,,,3,2,0,1,2,2,,,,
126,1989,1989-11-21,15,3,1990-09-20,0.0,0.0,0.0,False,True,False,1,2,,1,5,0,0,0,0,0,0,23,38,2,10,,,,,,,,,,,0,1,0,1,1,0,,,,
127,1989,1989-11-21,5,4,1990-09-20,0.0,0.0,0.0,True,False,False,4,1,,2,4,1,0,0,0,0,0,30,30,9,8,,,,,,,,,,,0,1,4,0,0,0,,,,
128,1989,1989-11-21,10,19,1990-09-20,0.0,0.0,0.0,True,False,False,5,3,,4,2,0,1,1,1,1,0,28,19,8,9,,,,,,,,,,,1,2,2,0,2,1,,,,
129,1989,1989-11-21,0,13,1990-09-20,0.0,0.0,0.0,True,False,False,6,1,,5,3,0,0,2,1,0,0,28,26,10,6,,,,,,,,,,,1,0,3,1,2,0,,,,
130,1989,1989-11-24,0,24,1990-09-20,0.0,0.0,0.0,True,False,False,3,2,,4,2,0,0,0,0,0,0,31,27,8,4,,,,,,,,,,,2,0,1,1,0,1,,,,
131,1989,1989-11-24,19,4,1990-09-20,0.0,0.0,0.0,True,False,False,6,1,,3,4,0,0,2,0,0,0,19,29,6,8,,,,,,,,,,,2,0,2,0,2,1,,,,
132,1989,1989-11-24,16,3,1990-09-20,0.0,0.0,0.0,False,True,False,2,5,,2,3,1,0,0,1,0,0,28,33,14,6,,,,,,,,,,,1,1,1,2,0,2,,,,
133,1989,1989-11-24,22,10,1990-09-20,0.0,0.0,0.0,True,False,False,5,1,,4,2,0,1,0,0,0,0,20,22,8,14,,,,,,,,,,,1,1,0,0,4,0,,,,
134,1989,1989-11-24,5,12,1990-09-20,0.0,0.0,0.0,True,False,False,6,3,,2,2,0,0,0,0,0,0,36,32,4,4,,,,,,,,,,,1,0,1,2,4,1,,,,
135,1989,1989-11-24,15,13,1990-09-20,0.0,0.0,0.0,True,False,False,3,1,,2,3,0,0,0,1,0,0,25,43,4,6,,,,,,,,,,,0,0,2,0,1,1,,,,
136,1989,1989-11-28,10,4,1990-09-20,0.0,0.0,0.0,True,False,False,2,1,,2,3,2,0,0,1,0,0,23,23,19,6,,,,,,,,,,,1,0,1,1,0,0,,,,
137,1989,1989-11-28,12,19,1990-09-20,0.0,0.0,0.0,False,True,False,0,2,,4,4,1,0,0,0,0,1,23,30,18,8,,,,,,,,,,,0,1,0,1,0,0,,,,
138,1989,1989-11-28,3,5,1990-09-20,0.0,0.0,0.0,False,False,True,2,2,OT,4,3,0,0,0,0,0,0,32,35,8,6,,,,,,,,,,,1,0,1,2,0,0,,,,
139,1989,1989-11-28,22,0,1990-09-20,0.0,0.0,0.0,False,True,False,2,7,,5,5,2,2,1,0,0,1,28,22,35,35,,,,,,,,,,,0,2,0,2,2,3,,,,
